head	relation	tail	head_cui	tail_cui	source
Entity9037	precedes	Entity6871	C1090366	C1090367	synthetic
Entity9037	similar_to	Entity302	C1090368	C1090369	synthetic
Entity9038	causes	Entity6095	C1090370	C1090371	synthetic
Entity9038	follows	Entity880	C1090372	C1090373	synthetic
Entity9038	similar_to	Entity6340	C1090374	C1090375	synthetic
Entity9038	correlated_with	Entity69	C1090376	C1090377	synthetic
Entity9038	inhibits	Entity3866	C1090378	C1090379	synthetic
Entity9039	correlated_with	Entity8530	C1090380	C1090381	synthetic
Entity9039	associated_with	Entity8639	C1090382	C1090383	synthetic
Entity9039	follows	Entity7025	C1090384	C1090385	synthetic
Entity9039	activates	Entity7532	C1090386	C1090387	synthetic
Entity9039	correlated_with	Entity3248	C1090388	C1090389	synthetic
Entity9040	correlated_with	Entity2107	C1090390	C1090391	synthetic
Entity9040	correlated_with	Entity7913	C1090392	C1090393	synthetic
Entity9040	similar_to	Entity1308	C1090394	C1090395	synthetic
Entity9040	inhibits	Entity2472	C1090396	C1090397	synthetic
Entity9040	mutated_in	Entity5539	C1090398	C1090399	synthetic
Entity9041	precedes	Entity9151	C1090400	C1090401	synthetic
Entity9041	has_phenotype	Entity1736	C1090402	C1090403	synthetic
Entity9041	inhibits	Entity1569	C1090404	C1090405	synthetic
Entity9041	part_of	Entity7092	C1090406	C1090407	synthetic
Entity9041	mutated_in	Entity9922	C1090408	C1090409	synthetic
Entity9042	co_occurs_with	Entity8287	C1090410	C1090411	synthetic
Entity9042	associated_with	Entity1606	C1090412	C1090413	synthetic
Entity9042	mutated_in	Entity385	C1090414	C1090415	synthetic
Entity9042	follows	Entity3443	C1090416	C1090417	synthetic
Entity9042	similar_to	Entity7719	C1090418	C1090419	synthetic
Entity9043	binds_to	Entity262	C1090420	C1090421	synthetic
Entity9043	treats	Entity3621	C1090422	C1090423	synthetic
Entity9043	regulates	Entity3402	C1090424	C1090425	synthetic
Entity9043	has_phenotype	Entity5815	C1090426	C1090427	synthetic
Entity9043	derived_from	Entity1035	C1090428	C1090429	synthetic
Entity9044	correlated_with	Entity3373	C1090430	C1090431	synthetic
Entity9044	correlated_with	Entity8402	C1090432	C1090433	synthetic
Entity9044	mutated_in	Entity3969	C1090434	C1090435	synthetic
Entity9044	part_of	Entity8257	C1090436	C1090437	synthetic
Entity9044	similar_to	Entity9986	C1090438	C1090439	synthetic
Entity9045	causes	Entity1882	C1090440	C1090441	synthetic
Entity9045	similar_to	Entity6067	C1090442	C1090443	synthetic
Entity9045	binds_to	Entity5269	C1090444	C1090445	synthetic
Entity9045	treats	Entity8940	C1090446	C1090447	synthetic
Entity9045	treats	Entity1895	C1090448	C1090449	synthetic
Entity9046	associated_with	Entity8759	C1090450	C1090451	synthetic
Entity9046	treats	Entity9152	C1090452	C1090453	synthetic
Entity9046	derived_from	Entity6709	C1090454	C1090455	synthetic
Entity9046	precedes	Entity149	C1090456	C1090457	synthetic
Entity9046	precedes	Entity9333	C1090458	C1090459	synthetic
Entity9047	interacts_with	Entity9878	C1090460	C1090461	synthetic
Entity9047	expressed_in	Entity1927	C1090462	C1090463	synthetic
Entity9047	interacts_with	Entity8331	C1090464	C1090465	synthetic
Entity9047	co_occurs_with	Entity4908	C1090466	C1090467	synthetic
Entity9047	binds_to	Entity1614	C1090468	C1090469	synthetic
Entity9048	precedes	Entity3893	C1090470	C1090471	synthetic
Entity9048	causes	Entity4855	C1090472	C1090473	synthetic
Entity9048	treats	Entity1758	C1090474	C1090475	synthetic
Entity9048	regulates	Entity5554	C1090476	C1090477	synthetic
Entity9048	inhibits	Entity477	C1090478	C1090479	synthetic
Entity9049	belongs_to_pathway	Entity3225	C1090480	C1090481	synthetic
Entity9049	follows	Entity6959	C1090482	C1090483	synthetic
Entity9049	causes	Entity898	C1090484	C1090485	synthetic
Entity9049	causes	Entity7526	C1090486	C1090487	synthetic
Entity9049	belongs_to_pathway	Entity5379	C1090488	C1090489	synthetic
Entity9050	associated_with	Entity3335	C1090490	C1090491	synthetic
Entity9050	expressed_in	Entity7019	C1090492	C1090493	synthetic
Entity9050	similar_to	Entity8055	C1090494	C1090495	synthetic
Entity9050	precedes	Entity1356	C1090496	C1090497	synthetic
Entity9050	follows	Entity6871	C1090498	C1090499	synthetic
Entity9051	derived_from	Entity8471	C1090500	C1090501	synthetic
Entity9051	inhibits	Entity8778	C1090502	C1090503	synthetic
Entity9051	interacts_with	Entity974	C1090504	C1090505	synthetic
Entity9051	co_occurs_with	Entity7282	C1090506	C1090507	synthetic
Entity9051	mutated_in	Entity6917	C1090508	C1090509	synthetic
Entity9052	causes	Entity6646	C1090510	C1090511	synthetic
Entity9052	part_of	Entity4156	C1090512	C1090513	synthetic
Entity9052	co_occurs_with	Entity2387	C1090514	C1090515	synthetic
Entity9052	has_phenotype	Entity5035	C1090516	C1090517	synthetic
Entity9052	co_occurs_with	Entity4028	C1090518	C1090519	synthetic
Entity9053	has_phenotype	Entity9826	C1090520	C1090521	synthetic
Entity9053	part_of	Entity6577	C1090522	C1090523	synthetic
Entity9053	precedes	Entity6827	C1090524	C1090525	synthetic
Entity9053	located_in	Entity2709	C1090526	C1090527	synthetic
Entity9053	located_in	Entity955	C1090528	C1090529	synthetic
Entity9054	expressed_in	Entity9892	C1090530	C1090531	synthetic
Entity9054	associated_with	Entity9185	C1090532	C1090533	synthetic
Entity9054	interacts_with	Entity5028	C1090534	C1090535	synthetic
Entity9054	part_of	Entity7367	C1090536	C1090537	synthetic
Entity9054	precedes	Entity6119	C1090538	C1090539	synthetic
Entity9055	inhibits	Entity8787	C1090540	C1090541	synthetic
Entity9055	activates	Entity684	C1090542	C1090543	synthetic
Entity9055	belongs_to_pathway	Entity3679	C1090544	C1090545	synthetic
Entity9055	associated_with	Entity837	C1090546	C1090547	synthetic
Entity9055	similar_to	Entity3522	C1090548	C1090549	synthetic
Entity9056	located_in	Entity6294	C1090550	C1090551	synthetic
Entity9056	causes	Entity640	C1090552	C1090553	synthetic
Entity9056	correlated_with	Entity2944	C1090554	C1090555	synthetic
Entity9056	belongs_to_pathway	Entity5135	C1090556	C1090557	synthetic
Entity9056	inhibits	Entity989	C1090558	C1090559	synthetic
Entity9057	binds_to	Entity9101	C1090560	C1090561	synthetic
Entity9057	treats	Entity7192	C1090562	C1090563	synthetic
Entity9057	derived_from	Entity107	C1090564	C1090565	synthetic
Entity9057	part_of	Entity8456	C1090566	C1090567	synthetic
Entity9057	inhibits	Entity8087	C1090568	C1090569	synthetic
Entity9058	similar_to	Entity1218	C1090570	C1090571	synthetic
Entity9058	derived_from	Entity4056	C1090572	C1090573	synthetic
Entity9058	expressed_in	Entity7338	C1090574	C1090575	synthetic
Entity9058	treats	Entity4080	C1090576	C1090577	synthetic
Entity9058	interacts_with	Entity953	C1090578	C1090579	synthetic
Entity9059	part_of	Entity497	C1090580	C1090581	synthetic
Entity9059	has_phenotype	Entity4740	C1090582	C1090583	synthetic
Entity9059	similar_to	Entity9459	C1090584	C1090585	synthetic
Entity9059	interacts_with	Entity5815	C1090586	C1090587	synthetic
Entity9059	associated_with	Entity4086	C1090588	C1090589	synthetic
Entity9060	mutated_in	Entity1786	C1090590	C1090591	synthetic
Entity9060	co_occurs_with	Entity164	C1090592	C1090593	synthetic
Entity9060	associated_with	Entity3663	C1090594	C1090595	synthetic
Entity9060	treats	Entity8911	C1090596	C1090597	synthetic
Entity9060	inhibits	Entity6155	C1090598	C1090599	synthetic
Entity9061	correlated_with	Entity4733	C1090600	C1090601	synthetic
Entity9061	treats	Entity1874	C1090602	C1090603	synthetic
Entity9061	belongs_to_pathway	Entity344	C1090604	C1090605	synthetic
Entity9061	expressed_in	Entity333	C1090606	C1090607	synthetic
Entity9061	mutated_in	Entity7577	C1090608	C1090609	synthetic
Entity9062	similar_to	Entity5414	C1090610	C1090611	synthetic
Entity9062	mutated_in	Entity7483	C1090612	C1090613	synthetic
Entity9062	treats	Entity7102	C1090614	C1090615	synthetic
Entity9062	belongs_to_pathway	Entity9904	C1090616	C1090617	synthetic
Entity9062	regulates	Entity8708	C1090618	C1090619	synthetic
Entity9063	located_in	Entity3971	C1090620	C1090621	synthetic
Entity9063	mutated_in	Entity1841	C1090622	C1090623	synthetic
Entity9063	inhibits	Entity8130	C1090624	C1090625	synthetic
Entity9063	precedes	Entity5740	C1090626	C1090627	synthetic
Entity9063	precedes	Entity5867	C1090628	C1090629	synthetic
Entity9064	regulates	Entity2401	C1090630	C1090631	synthetic
Entity9064	regulates	Entity3191	C1090632	C1090633	synthetic
Entity9064	expressed_in	Entity8609	C1090634	C1090635	synthetic
Entity9064	correlated_with	Entity2337	C1090636	C1090637	synthetic
Entity9064	correlated_with	Entity117	C1090638	C1090639	synthetic
Entity9065	similar_to	Entity5437	C1090640	C1090641	synthetic
Entity9065	mutated_in	Entity6237	C1090642	C1090643	synthetic
Entity9065	located_in	Entity3459	C1090644	C1090645	synthetic
Entity9065	activates	Entity2798	C1090646	C1090647	synthetic
Entity9065	treats	Entity9438	C1090648	C1090649	synthetic
Entity9066	interacts_with	Entity6715	C1090650	C1090651	synthetic
Entity9066	belongs_to_pathway	Entity4095	C1090652	C1090653	synthetic
Entity9066	expressed_in	Entity32	C1090654	C1090655	synthetic
Entity9066	precedes	Entity5086	C1090656	C1090657	synthetic
Entity9066	belongs_to_pathway	Entity5627	C1090658	C1090659	synthetic
Entity9067	belongs_to_pathway	Entity2894	C1090660	C1090661	synthetic
Entity9067	correlated_with	Entity6405	C1090662	C1090663	synthetic
Entity9067	causes	Entity7309	C1090664	C1090665	synthetic
Entity9067	precedes	Entity8607	C1090666	C1090667	synthetic
Entity9067	located_in	Entity659	C1090668	C1090669	synthetic
Entity9068	has_phenotype	Entity3384	C1090670	C1090671	synthetic
Entity9068	expressed_in	Entity7856	C1090672	C1090673	synthetic
Entity9068	correlated_with	Entity9490	C1090674	C1090675	synthetic
Entity9068	precedes	Entity9794	C1090676	C1090677	synthetic
Entity9068	causes	Entity2410	C1090678	C1090679	synthetic
Entity9069	regulates	Entity5659	C1090680	C1090681	synthetic
Entity9069	activates	Entity1531	C1090682	C1090683	synthetic
Entity9069	mutated_in	Entity7665	C1090684	C1090685	synthetic
Entity9069	mutated_in	Entity8956	C1090686	C1090687	synthetic
Entity9069	mutated_in	Entity1581	C1090688	C1090689	synthetic
Entity9070	treats	Entity7184	C1090690	C1090691	synthetic
Entity9070	regulates	Entity6545	C1090692	C1090693	synthetic
Entity9070	interacts_with	Entity3799	C1090694	C1090695	synthetic
Entity9070	part_of	Entity6591	C1090696	C1090697	synthetic
Entity9070	precedes	Entity5475	C1090698	C1090699	synthetic
Entity9071	causes	Entity961	C1090700	C1090701	synthetic
Entity9071	correlated_with	Entity6726	C1090702	C1090703	synthetic
Entity9071	treats	Entity4342	C1090704	C1090705	synthetic
Entity9071	derived_from	Entity1249	C1090706	C1090707	synthetic
Entity9071	mutated_in	Entity559	C1090708	C1090709	synthetic
Entity9072	treats	Entity888	C1090710	C1090711	synthetic
Entity9072	expressed_in	Entity2766	C1090712	C1090713	synthetic
Entity9072	expressed_in	Entity1741	C1090714	C1090715	synthetic
Entity9072	precedes	Entity5820	C1090716	C1090717	synthetic
Entity9072	co_occurs_with	Entity5045	C1090718	C1090719	synthetic
Entity9073	activates	Entity2503	C1090720	C1090721	synthetic
Entity9073	similar_to	Entity8578	C1090722	C1090723	synthetic
Entity9073	correlated_with	Entity5102	C1090724	C1090725	synthetic
Entity9073	correlated_with	Entity4672	C1090726	C1090727	synthetic
Entity9073	activates	Entity9354	C1090728	C1090729	synthetic
Entity9074	follows	Entity6697	C1090730	C1090731	synthetic
Entity9074	associated_with	Entity8289	C1090732	C1090733	synthetic
Entity9074	mutated_in	Entity2104	C1090734	C1090735	synthetic
Entity9074	causes	Entity5505	C1090736	C1090737	synthetic
Entity9074	interacts_with	Entity9216	C1090738	C1090739	synthetic
Entity9075	has_phenotype	Entity3552	C1090740	C1090741	synthetic
Entity9075	precedes	Entity7653	C1090742	C1090743	synthetic
Entity9075	inhibits	Entity1497	C1090744	C1090745	synthetic
Entity9075	binds_to	Entity7699	C1090746	C1090747	synthetic
Entity9075	interacts_with	Entity2975	C1090748	C1090749	synthetic
Entity9076	treats	Entity4987	C1090750	C1090751	synthetic
Entity9076	co_occurs_with	Entity5189	C1090752	C1090753	synthetic
Entity9076	follows	Entity372	C1090754	C1090755	synthetic
Entity9076	has_phenotype	Entity9903	C1090756	C1090757	synthetic
Entity9076	interacts_with	Entity2168	C1090758	C1090759	synthetic
Entity9077	binds_to	Entity997	C1090760	C1090761	synthetic
Entity9077	associated_with	Entity6611	C1090762	C1090763	synthetic
Entity9077	part_of	Entity5621	C1090764	C1090765	synthetic
Entity9077	follows	Entity8787	C1090766	C1090767	synthetic
Entity9077	mutated_in	Entity9273	C1090768	C1090769	synthetic
Entity9078	interacts_with	Entity6624	C1090770	C1090771	synthetic
Entity9078	associated_with	Entity1809	C1090772	C1090773	synthetic
Entity9078	regulates	Entity4885	C1090774	C1090775	synthetic
Entity9078	derived_from	Entity7960	C1090776	C1090777	synthetic
Entity9078	regulates	Entity1787	C1090778	C1090779	synthetic
Entity9079	binds_to	Entity9376	C1090780	C1090781	synthetic
Entity9079	regulates	Entity3270	C1090782	C1090783	synthetic
Entity9079	has_phenotype	Entity214	C1090784	C1090785	synthetic
Entity9079	treats	Entity1020	C1090786	C1090787	synthetic
Entity9079	derived_from	Entity3784	C1090788	C1090789	synthetic
Entity9080	interacts_with	Entity8198	C1090790	C1090791	synthetic
Entity9080	regulates	Entity9881	C1090792	C1090793	synthetic
Entity9080	similar_to	Entity6075	C1090794	C1090795	synthetic
Entity9080	binds_to	Entity5155	C1090796	C1090797	synthetic
Entity9080	mutated_in	Entity5936	C1090798	C1090799	synthetic
Entity9081	belongs_to_pathway	Entity3605	C1090800	C1090801	synthetic
Entity9081	correlated_with	Entity6064	C1090802	C1090803	synthetic
Entity9081	similar_to	Entity9862	C1090804	C1090805	synthetic
Entity9081	follows	Entity2057	C1090806	C1090807	synthetic
Entity9081	has_phenotype	Entity5173	C1090808	C1090809	synthetic
Entity9082	has_phenotype	Entity50	C1090810	C1090811	synthetic
Entity9082	expressed_in	Entity5976	C1090812	C1090813	synthetic
Entity9082	treats	Entity4593	C1090814	C1090815	synthetic
Entity9082	associated_with	Entity1624	C1090816	C1090817	synthetic
Entity9082	co_occurs_with	Entity8511	C1090818	C1090819	synthetic
Entity9083	belongs_to_pathway	Entity1432	C1090820	C1090821	synthetic
Entity9083	associated_with	Entity5004	C1090822	C1090823	synthetic
Entity9083	mutated_in	Entity9241	C1090824	C1090825	synthetic
Entity9083	part_of	Entity2827	C1090826	C1090827	synthetic
Entity9083	regulates	Entity3197	C1090828	C1090829	synthetic
Entity9084	located_in	Entity6704	C1090830	C1090831	synthetic
Entity9084	part_of	Entity2750	C1090832	C1090833	synthetic
Entity9084	mutated_in	Entity7383	C1090834	C1090835	synthetic
Entity9084	regulates	Entity6006	C1090836	C1090837	synthetic
Entity9084	activates	Entity9071	C1090838	C1090839	synthetic
Entity9085	binds_to	Entity5782	C1090840	C1090841	synthetic
Entity9085	part_of	Entity6074	C1090842	C1090843	synthetic
Entity9085	belongs_to_pathway	Entity9705	C1090844	C1090845	synthetic
Entity9085	mutated_in	Entity7443	C1090846	C1090847	synthetic
Entity9085	inhibits	Entity7069	C1090848	C1090849	synthetic
Entity9086	correlated_with	Entity4927	C1090850	C1090851	synthetic
Entity9086	belongs_to_pathway	Entity6138	C1090852	C1090853	synthetic
Entity9086	causes	Entity129	C1090854	C1090855	synthetic
Entity9086	activates	Entity2532	C1090856	C1090857	synthetic
Entity9086	part_of	Entity498	C1090858	C1090859	synthetic
Entity9087	mutated_in	Entity7562	C1090860	C1090861	synthetic
Entity9087	located_in	Entity9749	C1090862	C1090863	synthetic
Entity9087	precedes	Entity7487	C1090864	C1090865	synthetic
Entity9087	precedes	Entity2587	C1090866	C1090867	synthetic
Entity9087	located_in	Entity6497	C1090868	C1090869	synthetic
Entity9088	follows	Entity1299	C1090870	C1090871	synthetic
Entity9088	expressed_in	Entity8308	C1090872	C1090873	synthetic
Entity9088	belongs_to_pathway	Entity8388	C1090874	C1090875	synthetic
Entity9088	binds_to	Entity405	C1090876	C1090877	synthetic
Entity9088	derived_from	Entity678	C1090878	C1090879	synthetic
Entity9089	causes	Entity2093	C1090880	C1090881	synthetic
Entity9089	regulates	Entity9327	C1090882	C1090883	synthetic
Entity9089	regulates	Entity3587	C1090884	C1090885	synthetic
Entity9089	associated_with	Entity1886	C1090886	C1090887	synthetic
Entity9089	activates	Entity2483	C1090888	C1090889	synthetic
Entity9090	interacts_with	Entity281	C1090890	C1090891	synthetic
Entity9090	causes	Entity3211	C1090892	C1090893	synthetic
Entity9090	treats	Entity1806	C1090894	C1090895	synthetic
Entity9090	expressed_in	Entity4001	C1090896	C1090897	synthetic
Entity9090	activates	Entity6372	C1090898	C1090899	synthetic
Entity9091	part_of	Entity4047	C1090900	C1090901	synthetic
Entity9091	precedes	Entity8821	C1090902	C1090903	synthetic
Entity9091	correlated_with	Entity6714	C1090904	C1090905	synthetic
Entity9091	follows	Entity4890	C1090906	C1090907	synthetic
Entity9091	derived_from	Entity6684	C1090908	C1090909	synthetic
Entity9092	correlated_with	Entity6826	C1090910	C1090911	synthetic
Entity9092	co_occurs_with	Entity6628	C1090912	C1090913	synthetic
Entity9092	binds_to	Entity3291	C1090914	C1090915	synthetic
Entity9092	interacts_with	Entity8390	C1090916	C1090917	synthetic
Entity9092	activates	Entity5824	C1090918	C1090919	synthetic
Entity9093	treats	Entity9375	C1090920	C1090921	synthetic
Entity9093	mutated_in	Entity2996	C1090922	C1090923	synthetic
Entity9093	part_of	Entity1341	C1090924	C1090925	synthetic
Entity9093	binds_to	Entity235	C1090926	C1090927	synthetic
Entity9093	located_in	Entity3155	C1090928	C1090929	synthetic
Entity9094	belongs_to_pathway	Entity531	C1090930	C1090931	synthetic
Entity9094	follows	Entity6873	C1090932	C1090933	synthetic
Entity9094	binds_to	Entity905	C1090934	C1090935	synthetic
